id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	Epithelial|Epithelial	Myofibroblast_Mesothelium|Myofibroblast_Mesothelium	Myofibroblast_Mesothelium|Fibroblasts	Myofibroblast_Mesothelium|Pericytes	Myofibroblast_Mesothelium|Endothelial	Myofibroblast_Mesothelium|Immune	Fibroblasts|Myofibroblast_Mesothelium	Fibroblasts|Fibroblasts	Fibroblasts|Pericytes	Fibroblasts|Endothelial	Fibroblasts|Immune	Pericytes|Myofibroblast_Mesothelium	Pericytes|Fibroblasts	Pericytes|Pericytes	Pericytes|Endothelial	Pericytes|Immune	Endothelial|Myofibroblast_Mesothelium	Endothelial|Fibroblasts	Endothelial|Pericytes	Endothelial|Endothelial	Endothelial|Immune	Immune|Myofibroblast_Mesothelium	Immune|Fibroblasts	Immune|Pericytes	Immune|Endothelial	Immune|Immune	Muscle|Muscle	Muscle|Neural	Muscle|Fibroblasts	Muscle|Pericytes	Muscle|Endothelial	Muscle|Immune	Neural|Muscle	Neural|Neural	Neural|Fibroblasts	Neural|Pericytes	Neural|Endothelial	Neural|Immune	Fibroblasts|Muscle	Fibroblasts|Neural	Pericytes|Muscle	Pericytes|Neural	Endothelial|Muscle	Endothelial|Neural	Immune|Muscle	Immune|Neural
CPI-SC0385E2BD3	SEMA3B_O14786_Q9HCM2	simple:Q13214	complex:O14786_Q9HCM2	SEMA3B		False	False	False	user_curated	False	0.222	0.052	0.031	0.0	0.031	0.036	0.085	0.064	0.0	0.064	0.069	0.046	0.025	0.0	0.025	0.03	0.098	0.077	0.0	0.077	0.082	0.046	0.025	0.0	0.025	0.03	0.047	0.074	0.046	0.0	0.046	0.051	0.365	0.392	0.364	0.0	0.364	0.368	0.065	0.092	0.026	0.054	0.078	0.105	0.026	0.054
CPI-SC065B116BF	SEMA3A_O14786_Q9HCM2	simple:Q14563	complex:O14786_Q9HCM2	SEMA3A		False	False	False	user_curated	False	0.02	0.278	0.258	0.0	0.257	0.262	0.153	0.132	0.0	0.132	0.137	0.089	0.068	0.0	0.068	0.073	0.049	0.028	0.0	0.028	0.033	0.036	0.015	0.0	0.015	0.02	0.112	0.14	0.111	0.0	0.111	0.116	0.017	0.044	0.016	0.0	0.016	0.021	0.133	0.16	0.069	0.096	0.029	0.056	0.016	0.044
CPI-SC07D002857	SEMA3C_O14786_Q9UIW2	simple:Q99985	complex:O14786_Q9UIW2	SEMA3C		False	False	False	user_curated	False	0.069	0.094	0.094	0.096	0.075	0.06	0.072	0.072	0.074	0.053	0.038	0.05	0.05	0.052	0.032	0.016	0.058	0.058	0.06	0.039	0.024	0.05	0.05	0.052	0.032	0.016	0.101	0.118	0.119	0.12	0.1	0.085	0.158	0.175	0.176	0.178	0.157	0.142	0.054	0.071	0.033	0.049	0.04	0.057	0.033	0.05
CPI-SC02EEDD7D1	SEMA3D_O14786_Q9UIW2	simple:O95025	complex:O14786_Q9UIW2	SEMA3D		False	False	False	user_curated	False	0.03	0.057	0.057	0.059	0.038	0.023	0.107	0.107	0.109	0.089	0.073	0.047	0.047	0.048	0.028	0.013	0.059	0.059	0.061	0.041	0.025	0.051	0.051	0.052	0.032	0.016	0.054	0.071	0.072	0.074	0.053	0.038	0.07	0.087	0.088	0.089	0.069	0.054	0.09	0.106	0.029	0.046	0.042	0.059	0.033	0.05
CPI-SC02B31C3F1	SEMA3B_O14786_Q9UIW2	simple:Q13214	complex:O14786_Q9UIW2	SEMA3B		False	False	False	user_curated	False	0.235	0.07	0.07	0.072	0.052	0.036	0.103	0.103	0.105	0.085	0.069	0.064	0.064	0.066	0.046	0.03	0.116	0.116	0.118	0.098	0.082	0.065	0.065	0.066	0.046	0.031	0.068	0.084	0.085	0.087	0.067	0.051	0.385	0.402	0.403	0.405	0.384	0.369	0.086	0.102	0.047	0.064	0.099	0.116	0.047	0.064
CPI-SC011FFAFCC	SEMA3A_O14786_Q9UIW2	simple:Q14563	complex:O14786_Q9UIW2	SEMA3A		False	False	False	user_curated	False	0.034	0.297	0.297	0.298	0.278	0.263	0.171	0.171	0.173	0.153	0.137	0.107	0.107	0.109	0.089	0.073	0.067	0.067	0.069	0.049	0.033	0.054	0.055	0.056	0.036	0.02	0.133	0.15	0.15	0.152	0.132	0.116	0.037	0.054	0.055	0.057	0.037	0.021	0.154	0.171	0.09	0.107	0.05	0.066	0.037	0.054
CPI-SC0B03C32CA	SEMA3C_O60462_O75051	simple:Q99985	complex:O60462_O75051	SEMA3C		False	False	False	user_curated	False	0.066	0.078	0.073	0.094	0.186	0.061	0.055	0.051	0.072	0.164	0.039	0.034	0.029	0.051	0.142	0.018	0.042	0.037	0.058	0.15	0.025	0.034	0.03	0.051	0.142	0.018	0.135	0.118	0.098	0.119	0.21	0.086	0.192	0.176	0.155	0.176	0.268	0.143	0.088	0.072	0.066	0.05	0.074	0.058	0.066	0.05
CPI-SC092404D13	SEMA3D_O60462_O75051	simple:O95025	complex:O60462_O75051	SEMA3D		False	False	False	user_curated	False	0.027	0.04	0.036	0.057	0.149	0.024	0.091	0.086	0.108	0.199	0.075	0.03	0.026	0.047	0.138	0.014	0.043	0.039	0.06	0.151	0.027	0.034	0.03	0.051	0.142	0.018	0.088	0.072	0.051	0.072	0.164	0.039	0.104	0.088	0.067	0.088	0.18	0.055	0.123	0.107	0.063	0.046	0.075	0.059	0.067	0.05
CPI-SC010BDC6FF	SEMA3B_O60462_O75051	simple:Q13214	complex:O60462_O75051	SEMA3B		False	False	False	user_curated	False	0.232	0.054	0.05	0.071	0.162	0.038	0.087	0.082	0.104	0.195	0.071	0.048	0.044	0.065	0.156	0.032	0.1	0.096	0.117	0.208	0.084	0.048	0.044	0.065	0.156	0.032	0.101	0.085	0.064	0.086	0.177	0.053	0.419	0.403	0.382	0.403	0.495	0.371	0.119	0.103	0.081	0.064	0.132	0.116	0.081	0.064
CPI-SC095832FFD	SEMA3F_O60462_O75051	simple:Q13275	complex:O60462_O75051	SEMA3F		False	False	False	user_curated	False	0.021	0.128	0.123	0.145	0.236	0.112	0.051	0.046	0.067	0.159	0.034	0.038	0.033	0.054	0.146	0.022	0.095	0.091	0.112	0.203	0.079	0.0	0.0	0.0	0.0	0.0	0.083	0.067	0.046	0.067	0.159	0.034	0.067	0.051	0.03	0.052	0.143	0.019	0.083	0.067	0.07	0.054	0.127	0.111	0.0	0.0
CPI-SC0F9FC677F	SEMA3G_O60462_O75051	simple:Q9NS98	complex:O60462_O75051	SEMA3G		False	False	False	user_curated	False	0.018	0.0	0.0	0.0	0.0	0.0	0.027	0.023	0.044	0.135	0.011	0.0	0.0	0.0	0.0	0.0	0.09	0.086	0.107	0.199	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.054	0.033	0.055	0.146	0.022	0.06	0.044	0.0	0.0	0.123	0.107	0.0	0.0
CPI-SC0109F58EB	SEMA3C_O60462_P51805	simple:Q99985	complex:O60462_P51805	SEMA3C		False	False	False	user_curated	False	0.066	0.078	0.095	0.103	0.102	0.123	0.055	0.072	0.081	0.08	0.101	0.034	0.051	0.06	0.058	0.079	0.042	0.059	0.067	0.066	0.087	0.034	0.051	0.06	0.059	0.079	0.124	0.152	0.119	0.128	0.127	0.148	0.181	0.209	0.177	0.185	0.184	0.205	0.077	0.105	0.055	0.083	0.063	0.091	0.055	0.084
CPI-SC0EDA68DEF	SEMA3D_O60462_P51805	simple:O95025	complex:O60462_P51805	SEMA3D		False	False	False	user_curated	False	0.027	0.04	0.057	0.066	0.065	0.086	0.091	0.108	0.117	0.115	0.136	0.03	0.047	0.056	0.055	0.076	0.043	0.06	0.069	0.068	0.088	0.034	0.051	0.06	0.059	0.08	0.077	0.105	0.072	0.081	0.08	0.101	0.093	0.121	0.088	0.097	0.096	0.117	0.112	0.14	0.052	0.08	0.064	0.093	0.056	0.084
CPI-SC0CDC67E88	SEMA3B_O60462_P51805	simple:Q13214	complex:O60462_P51805	SEMA3B		False	False	False	user_curated	False	0.232	0.054	0.071	0.08	0.079	0.099	0.087	0.104	0.112	0.111	0.132	0.048	0.065	0.074	0.073	0.093	0.1	0.117	0.126	0.125	0.145	0.048	0.065	0.074	0.073	0.094	0.09	0.118	0.086	0.095	0.093	0.114	0.408	0.436	0.404	0.412	0.411	0.432	0.108	0.136	0.07	0.098	0.122	0.15	0.07	0.098
CPI-SC07644E062	SEMA3F_O60462_P51805	simple:Q13275	complex:O60462_P51805	SEMA3F		False	False	False	user_curated	False	0.021	0.128	0.145	0.154	0.152	0.173	0.051	0.068	0.076	0.075	0.096	0.038	0.055	0.063	0.062	0.083	0.095	0.112	0.121	0.12	0.14	0.0	0.0	0.0	0.0	0.0	0.072	0.1	0.068	0.076	0.075	0.096	0.056	0.084	0.052	0.06	0.059	0.08	0.072	0.1	0.059	0.087	0.116	0.144	0.0	0.0
CPI-SC08C686F26	SEMA3G_O60462_P51805	simple:Q9NS98	complex:O60462_P51805	SEMA3G		False	False	False	user_curated	False	0.018	0.0	0.0	0.0	0.0	0.0	0.027	0.044	0.053	0.052	0.073	0.0	0.0	0.0	0.0	0.0	0.09	0.108	0.116	0.115	0.136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.087	0.055	0.063	0.062	0.083	0.049	0.077	0.0	0.0	0.112	0.14	0.0	0.0
CPI-SC0269BB87D	SEMA3C_O60462_Q9HCM2	simple:Q99985	complex:O60462_Q9HCM2	SEMA3C		False	False	False	user_curated	False	0.056	0.076	0.055	0.0	0.055	0.059	0.053	0.033	0.0	0.032	0.037	0.032	0.011	0.0	0.011	0.016	0.04	0.019	0.0	0.019	0.023	0.032	0.011	0.0	0.011	0.016	0.08	0.108	0.08	0.0	0.079	0.084	0.138	0.165	0.137	0.0	0.137	0.141	0.034	0.061	0.012	0.039	0.02	0.047	0.012	0.039
CPI-SC03F6A3F5A	SEMA3D_O60462_Q9HCM2	simple:O95025	complex:O60462_Q9HCM2	SEMA3D		False	False	False	user_curated	False	0.017	0.038	0.018	0.0	0.017	0.022	0.089	0.068	0.0	0.068	0.073	0.028	0.007	0.0	0.007	0.012	0.041	0.02	0.0	0.02	0.025	0.032	0.011	0.0	0.011	0.016	0.034	0.061	0.033	0.0	0.032	0.037	0.05	0.077	0.049	0.0	0.048	0.053	0.069	0.096	0.008	0.036	0.021	0.048	0.012	0.04
CPI-SC0DD6C4EB8	SEMA3B_O60462_Q9HCM2	simple:Q13214	complex:O60462_Q9HCM2	SEMA3B		False	False	False	user_curated	False	0.222	0.052	0.031	0.0	0.031	0.036	0.085	0.064	0.0	0.064	0.069	0.046	0.025	0.0	0.025	0.03	0.098	0.077	0.0	0.077	0.082	0.046	0.025	0.0	0.025	0.03	0.047	0.074	0.046	0.0	0.046	0.051	0.365	0.392	0.364	0.0	0.364	0.368	0.065	0.092	0.026	0.054	0.078	0.105	0.026	0.054
CPI-SC0793C1FB2	SEMA3F_O60462_Q9HCM2	simple:Q13275	complex:O60462_Q9HCM2	SEMA3F		False	False	False	user_curated	False	0.011	0.126	0.105	0.0	0.105	0.11	0.049	0.028	0.0	0.028	0.032	0.036	0.015	0.0	0.015	0.019	0.093	0.072	0.0	0.072	0.077	0.0	0.0	0.0	0.0	0.0	0.029	0.056	0.028	0.0	0.028	0.032	0.013	0.04	0.012	0.0	0.012	0.017	0.029	0.056	0.016	0.043	0.073	0.1	0.0	0.0
CPI-SC095A80741	SEMA3G_O60462_Q9HCM2	simple:Q9NS98	complex:O60462_Q9HCM2	SEMA3G		False	False	False	user_curated	False	0.008	0.0	0.0	0.0	0.0	0.0	0.025	0.005	0.0	0.004	0.009	0.0	0.0	0.0	0.0	0.0	0.089	0.068	0.0	0.068	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.043	0.015	0.0	0.015	0.02	0.006	0.033	0.0	0.0	0.069	0.096	0.0	0.0
CPI-SC076BD8E87	SEMA3C_O60462_Q9UIW2	simple:Q99985	complex:O60462_Q9UIW2	SEMA3C		False	False	False	user_curated	False	0.066	0.078	0.094	0.096	0.075	0.06	0.055	0.072	0.074	0.053	0.038	0.034	0.05	0.052	0.032	0.016	0.042	0.058	0.06	0.039	0.024	0.034	0.05	0.052	0.032	0.016	0.101	0.118	0.119	0.12	0.1	0.085	0.158	0.175	0.176	0.178	0.157	0.142	0.054	0.071	0.033	0.049	0.04	0.057	0.033	0.05
CPI-SC06D29FEEF	SEMA3D_O60462_Q9UIW2	simple:O95025	complex:O60462_Q9UIW2	SEMA3D		False	False	False	user_curated	False	0.027	0.04	0.057	0.059	0.038	0.023	0.091	0.107	0.109	0.089	0.073	0.03	0.047	0.048	0.028	0.013	0.043	0.059	0.061	0.041	0.025	0.034	0.051	0.052	0.032	0.016	0.054	0.071	0.072	0.074	0.053	0.038	0.07	0.087	0.088	0.089	0.069	0.054	0.09	0.106	0.029	0.046	0.042	0.059	0.033	0.05
CPI-SC071A674D3	SEMA3B_O60462_Q9UIW2	simple:Q13214	complex:O60462_Q9UIW2	SEMA3B		False	False	False	user_curated	False	0.232	0.054	0.07	0.072	0.052	0.036	0.087	0.103	0.105	0.085	0.069	0.048	0.064	0.066	0.046	0.03	0.1	0.116	0.118	0.098	0.082	0.048	0.065	0.066	0.046	0.031	0.068	0.084	0.085	0.087	0.067	0.051	0.385	0.402	0.403	0.405	0.384	0.369	0.086	0.102	0.047	0.064	0.099	0.116	0.047	0.064
CPI-SC09A1EC2FA	SEMA3F_O60462_Q9UIW2	simple:Q13275	complex:O60462_Q9UIW2	SEMA3F		False	False	False	user_curated	False	0.021	0.128	0.144	0.146	0.126	0.11	0.051	0.067	0.069	0.048	0.033	0.038	0.054	0.056	0.035	0.02	0.095	0.111	0.113	0.093	0.077	0.0	0.0	0.0	0.0	0.0	0.049	0.066	0.067	0.069	0.048	0.033	0.033	0.05	0.051	0.053	0.033	0.017	0.049	0.066	0.036	0.053	0.094	0.111	0.0	0.0
CPI-SC0FEC3BA72	SEMA3G_O60462_Q9UIW2	simple:Q9NS98	complex:O60462_Q9UIW2	SEMA3G		False	False	False	user_curated	False	0.018	0.0	0.0	0.0	0.0	0.0	0.027	0.044	0.045	0.025	0.01	0.0	0.0	0.0	0.0	0.0	0.09	0.107	0.109	0.088	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.053	0.054	0.056	0.036	0.02	0.026	0.043	0.0	0.0	0.089	0.106	0.0	0.0
CPI-SC09C5EF478	C3_P20702_P05107	simple:P01024	complex:P20702_P05107	C3		False	False	False	user_curated	False	0.057	0.009	0.009	0.0	0.01	0.169	0.01	0.01	0.0	0.011	0.17	0.004	0.005	0.0	0.005	0.164	0.008	0.009	0.0	0.01	0.168	0.019	0.019	0.0	0.02	0.179	0.0	0.0	0.011	0.0	0.011	0.17	0.0	0.0	0.007	0.0	0.008	0.166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03189F5F6	FGF10_FGFR1	simple:O15520	simple:P11362	FGF10	FGFR1	False	False	False	user_curated	False	0.036	0.104	0.16	0.09	0.198	0.026	0.111	0.166	0.096	0.205	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.151	0.097	0.163	0.094	0.202	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.1	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0467AFD8A	FGF17_FGFR1	simple:O60258	simple:P11362	FGF17	FGFR1	False	False	False	user_curated	False	0.037	0.104	0.16	0.09	0.198	0.026	0.105	0.16	0.09	0.199	0.026	0.0	0.0	0.0	0.0	0.0	0.104	0.16	0.09	0.198	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.151	0.098	0.164	0.094	0.203	0.03	0.148	0.094	0.0	0.0	0.147	0.093	0.0	0.0
CPI-SS0F2C6A4D4	FGF18_FGFR1	simple:O76093	simple:P11362	FGF18	FGFR1	False	False	False	user_curated	False	0.042	0.106	0.162	0.092	0.2	0.027	0.107	0.163	0.093	0.201	0.029	0.108	0.164	0.094	0.202	0.03	0.114	0.169	0.1	0.208	0.035	0.0	0.0	0.0	0.0	0.0	0.153	0.1	0.166	0.096	0.205	0.032	0.154	0.101	0.167	0.097	0.205	0.033	0.15	0.097	0.151	0.098	0.157	0.103	0.0	0.0
CPI-SS0755A26DD	FGF1_FGFR1	simple:P05230	simple:P11362	FGF1	FGFR1	False	False	False	user_curated	False	0.036	0.104	0.16	0.09	0.199	0.026	0.104	0.16	0.09	0.198	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.094	0.161	0.091	0.199	0.026	0.16	0.107	0.173	0.103	0.211	0.039	0.147	0.093	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS01F67987A	FGF2_FGFR1	simple:P09038	simple:P11362	FGF2	FGFR1	False	False	False	user_curated	False	0.037	0.129	0.185	0.115	0.223	0.051	0.128	0.184	0.114	0.222	0.05	0.116	0.172	0.102	0.21	0.038	0.111	0.167	0.097	0.205	0.033	0.0	0.0	0.0	0.0	0.0	0.174	0.121	0.187	0.117	0.225	0.053	0.174	0.12	0.186	0.117	0.225	0.052	0.171	0.118	0.159	0.106	0.154	0.101	0.0	0.0
CPI-SS0F592009B	FGF7_FGFR1	simple:P21781	simple:P11362	FGF7	FGFR1	False	False	False	user_curated	False	0.05	0.17	0.226	0.156	0.264	0.091	0.177	0.232	0.163	0.271	0.098	0.261	0.317	0.247	0.355	0.183	0.118	0.174	0.104	0.213	0.04	0.117	0.173	0.103	0.211	0.039	0.441	0.388	0.454	0.384	0.492	0.32	0.175	0.121	0.187	0.117	0.226	0.053	0.22	0.166	0.304	0.251	0.161	0.108	0.16	0.107
CPI-SS0BE6B1E97	FGF9_FGFR1	simple:P31371	simple:P11362	FGF9	FGFR1	False	False	False	user_curated	False	0.069	0.106	0.162	0.092	0.201	0.028	0.106	0.161	0.092	0.2	0.027	0.0	0.0	0.0	0.0	0.0	0.106	0.162	0.092	0.2	0.028	0.0	0.0	0.0	0.0	0.0	0.158	0.105	0.171	0.101	0.21	0.037	0.158	0.104	0.17	0.101	0.209	0.036	0.149	0.095	0.0	0.0	0.149	0.096	0.0	0.0
CPI-SS09015A868	FGF23_FGFR1	simple:Q9GZV9	simple:P11362	FGF23	FGFR1	False	False	False	user_curated	False	0.043	0.104	0.16	0.09	0.199	0.026	0.104	0.16	0.09	0.198	0.026	0.0	0.0	0.0	0.0	0.0	0.103	0.159	0.089	0.198	0.025	0.0	0.0	0.0	0.0	0.0	0.15	0.096	0.162	0.093	0.201	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.147	0.094	0.0	0.0	0.147	0.093	0.0	0.0
CPI-SS0AECC113F	FGF10_FGFR2	simple:O15520	simple:P21802	FGF10	FGFR2	False	False	False	user_curated	False	0.02	0.074	0.056	0.007	0.007	0.016	0.081	0.062	0.013	0.014	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.102	0.013	0.059	0.01	0.011	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.016	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0330D939A	FGF17_FGFR2	simple:O60258	simple:P21802	FGF17	FGFR2	False	False	False	user_curated	False	0.02	0.075	0.056	0.007	0.007	0.016	0.075	0.056	0.007	0.008	0.016	0.0	0.0	0.0	0.0	0.0	0.074	0.055	0.007	0.007	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.103	0.014	0.06	0.011	0.012	0.02	0.099	0.01	0.0	0.0	0.098	0.01	0.0	0.0
CPI-SS0F6A7A4DF	FGF18_FGFR2	simple:O76093	simple:P21802	FGF18	FGFR2	False	False	False	user_curated	False	0.026	0.076	0.057	0.009	0.009	0.018	0.078	0.059	0.01	0.01	0.019	0.078	0.06	0.011	0.011	0.02	0.084	0.065	0.016	0.017	0.026	0.0	0.0	0.0	0.0	0.0	0.105	0.016	0.062	0.013	0.014	0.022	0.106	0.017	0.063	0.014	0.014	0.023	0.102	0.013	0.103	0.014	0.108	0.02	0.0	0.0
CPI-SS04A97448D	FGF1_FGFR2	simple:P05230	simple:P21802	FGF1	FGFR2	False	False	False	user_curated	False	0.019	0.075	0.056	0.007	0.007	0.016	0.074	0.055	0.007	0.007	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.011	0.057	0.008	0.008	0.017	0.112	0.023	0.069	0.02	0.02	0.029	0.098	0.01	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05A94DE17	FGF2_FGFR2	simple:P09038	simple:P21802	FGF2	FGFR2	False	False	False	user_curated	False	0.021	0.1	0.081	0.032	0.032	0.041	0.099	0.08	0.031	0.031	0.04	0.086	0.068	0.019	0.019	0.028	0.082	0.063	0.014	0.014	0.023	0.0	0.0	0.0	0.0	0.0	0.126	0.037	0.083	0.034	0.034	0.043	0.125	0.037	0.082	0.033	0.034	0.043	0.123	0.034	0.111	0.022	0.106	0.017	0.0	0.0
CPI-SS0E928B8C8	FGF7_FGFR2	simple:P21781	simple:P21802	FGF7	FGFR2	False	False	False	user_curated	False	0.034	0.14	0.121	0.073	0.073	0.082	0.147	0.128	0.079	0.08	0.089	0.232	0.213	0.164	0.164	0.173	0.089	0.07	0.021	0.022	0.03	0.088	0.069	0.02	0.02	0.029	0.393	0.304	0.35	0.301	0.301	0.31	0.126	0.037	0.083	0.034	0.035	0.043	0.171	0.083	0.256	0.167	0.113	0.024	0.112	0.023
CPI-SS07B324162	FGF9_FGFR2	simple:P31371	simple:P21802	FGF9	FGFR2	False	False	False	user_curated	False	0.052	0.077	0.058	0.009	0.01	0.018	0.076	0.057	0.008	0.009	0.018	0.0	0.0	0.0	0.0	0.0	0.076	0.058	0.009	0.009	0.018	0.0	0.0	0.0	0.0	0.0	0.11	0.021	0.067	0.018	0.019	0.027	0.109	0.02	0.066	0.017	0.018	0.026	0.1	0.012	0.0	0.0	0.101	0.012	0.0	0.0
CPI-SS0AC594A8E	FGF17_FGFR4	simple:O60258	simple:P22455	FGF17	FGFR4	False	False	False	user_curated	False	0.115	0.127	0.083	0.034	0.013	0.015	0.128	0.083	0.035	0.014	0.016	0.0	0.0	0.0	0.0	0.0	0.127	0.082	0.034	0.013	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.008	0.087	0.039	0.017	0.019	0.009	0.004	0.0	0.0	0.009	0.004	0.0	0.0
CPI-SS0D4CA5D92	FGF18_FGFR4	simple:O76093	simple:P22455	FGF18	FGFR4	False	False	False	user_curated	False	0.121	0.129	0.084	0.036	0.015	0.017	0.13	0.086	0.037	0.016	0.018	0.131	0.086	0.038	0.017	0.019	0.137	0.092	0.044	0.023	0.025	0.0	0.0	0.0	0.0	0.0	0.015	0.01	0.089	0.041	0.019	0.021	0.016	0.011	0.09	0.041	0.02	0.022	0.012	0.007	0.013	0.008	0.018	0.013	0.0	0.0
CPI-SS0D9366D11	FGF1_FGFR4	simple:P05230	simple:P22455	FGF1	FGFR4	False	False	False	user_curated	False	0.114	0.127	0.083	0.035	0.013	0.015	0.127	0.082	0.034	0.013	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.005	0.083	0.035	0.014	0.016	0.022	0.017	0.095	0.047	0.026	0.028	0.009	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS008FB916C	FGF2_FGFR4	simple:P09038	simple:P22455	FGF2	FGFR4	False	False	False	user_curated	False	0.115	0.152	0.107	0.059	0.038	0.04	0.151	0.107	0.058	0.037	0.039	0.139	0.094	0.046	0.025	0.027	0.134	0.09	0.041	0.02	0.022	0.0	0.0	0.0	0.0	0.0	0.036	0.031	0.11	0.061	0.04	0.042	0.035	0.03	0.109	0.061	0.04	0.042	0.033	0.028	0.021	0.016	0.016	0.011	0.0	0.0
CPI-SS09568551C	FGF9_FGFR4	simple:P31371	simple:P22455	FGF9	FGFR4	False	False	False	user_curated	False	0.147	0.129	0.085	0.037	0.015	0.017	0.129	0.084	0.036	0.015	0.017	0.0	0.0	0.0	0.0	0.0	0.129	0.084	0.036	0.015	0.017	0.0	0.0	0.0	0.0	0.0	0.02	0.015	0.094	0.046	0.024	0.026	0.019	0.014	0.093	0.045	0.024	0.026	0.01	0.005	0.0	0.0	0.011	0.006	0.0	0.0
CPI-SS0F8710941	FGF23_FGFR4	simple:Q9GZV9	simple:P22455	FGF23	FGFR4	False	False	False	user_curated	False	0.121	0.127	0.083	0.035	0.013	0.015	0.127	0.082	0.034	0.013	0.015	0.0	0.0	0.0	0.0	0.0	0.126	0.082	0.034	0.013	0.015	0.0	0.0	0.0	0.0	0.0	0.011	0.006	0.085	0.037	0.016	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.004	0.0	0.0	0.008	0.003	0.0	0.0
CPI-SS0BC9F7E9E	FGF17_FGFR3	simple:O60258	simple:P22607	FGF17	FGFR3	False	False	False	user_curated	False	0.258	0.037	0.034	0.038	0.047	0.025	0.037	0.035	0.039	0.047	0.026	0.0	0.0	0.0	0.0	0.0	0.037	0.034	0.038	0.046	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.022	0.038	0.042	0.051	0.03	0.038	0.018	0.0	0.0	0.037	0.017	0.0	0.0
CPI-SS0E134097C	FGF18_FGFR3	simple:O76093	simple:P22607	FGF18	FGFR3	False	False	False	user_curated	False	0.264	0.039	0.036	0.04	0.048	0.027	0.04	0.037	0.041	0.05	0.028	0.041	0.038	0.042	0.05	0.029	0.047	0.044	0.048	0.056	0.035	0.0	0.0	0.0	0.0	0.0	0.044	0.023	0.04	0.044	0.053	0.032	0.045	0.024	0.041	0.045	0.053	0.032	0.041	0.02	0.041	0.021	0.047	0.027	0.0	0.0
CPI-SS015819E65	FGF1_FGFR3	simple:P05230	simple:P22607	FGF1	FGFR3	False	False	False	user_curated	False	0.257	0.037	0.034	0.038	0.047	0.025	0.037	0.034	0.038	0.046	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.018	0.035	0.039	0.047	0.026	0.051	0.03	0.047	0.051	0.059	0.038	0.037	0.017	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D636A374	FGF2_FGFR3	simple:P09038	simple:P22607	FGF2	FGFR3	False	False	False	user_curated	False	0.259	0.062	0.059	0.063	0.071	0.05	0.061	0.058	0.062	0.071	0.049	0.049	0.046	0.05	0.058	0.037	0.044	0.041	0.045	0.054	0.032	0.0	0.0	0.0	0.0	0.0	0.065	0.044	0.061	0.065	0.073	0.052	0.064	0.044	0.061	0.065	0.073	0.052	0.062	0.041	0.049	0.029	0.045	0.024	0.0	0.0
CPI-SS05D62446A	FGF9_FGFR3	simple:P31371	simple:P22607	FGF9	FGFR3	False	False	False	user_curated	False	0.291	0.039	0.036	0.04	0.049	0.027	0.039	0.036	0.04	0.048	0.027	0.0	0.0	0.0	0.0	0.0	0.039	0.036	0.04	0.048	0.027	0.0	0.0	0.0	0.0	0.0	0.049	0.028	0.045	0.049	0.058	0.036	0.048	0.028	0.045	0.049	0.057	0.036	0.039	0.019	0.0	0.0	0.04	0.019	0.0	0.0
